"SessionID","StudentLevel","Discipline","SessionDate","SessionLengthMin","TotalPrompts","TaskType","AI_AssistanceLevel","FinalOutcome","UsedAgain","SatisfactionRating","Month","Year","DayOfWeek","SessionEfficiency","Cluster"
"SESSION02808","Undergraduate","Biology",2025-04-04,2.27,1,"Research",3,"Assignment Completed","True",1.9,"04","2025","Friday",0.440528634361233,2
"SESSION02809","Undergraduate","Engineering",2024-12-06,17.9,4,"Homework Help",3,"Idea Drafted","False",2.3,"12","2024","Friday",0.223463687150838,2
"SESSION02810","High School","Psychology",2025-04-30,31.16,11,"Homework Help",4,"Assignment Completed","True",4.6,"04","2025","Wednesday",0.353016688061617,3
"SESSION02811","Undergraduate","Business",2024-10-28,9.87,2,"Research",2,"Assignment Completed","False",2.4,"10","2024","Monday",0.202634245187437,2
"SESSION02812","High School","Math",2025-03-06,20,6,"Research",3,"Assignment Completed","True",2.8,"03","2025","Thursday",0.3,2
"SESSION02813","Undergraduate","Business",2025-05-21,4.97,1,"Writing",2,"Idea Drafted","True",1,"05","2025","Wednesday",0.201207243460765,2
"SESSION02814","Undergraduate","Engineering",2025-02-06,41.58,16,"Homework Help",5,"Confused","False",5,"02","2025","Thursday",0.384800384800385,3
"SESSION02815","Undergraduate","Biology",2024-07-23,37.49,12,"Writing",5,"Gave Up","False",5,"07","2024","Tuesday",0.320085356094959,3
"SESSION02816","Undergraduate","Math",2025-02-27,2.79,1,"Studying",4,"Idea Drafted","True",4.8,"02","2025","Thursday",0.3584229390681,1
"SESSION02817","High School","Psychology",2024-10-19,14.77,3,"Writing",4,"Assignment Completed","True",2.3,"10","2024","Saturday",0.2031144211239,2
"SESSION02818","Undergraduate","Psychology",2024-09-23,1.87,1,"Homework Help",3,"Confused","False",3,"09","2024","Monday",0.53475935828877,2
"SESSION02819","Undergraduate","Psychology",2025-01-24,13.69,6,"Studying",3,"Assignment Completed","True",2.5,"01","2025","Friday",0.43827611395179,2
"SESSION02820","Undergraduate","Engineering",2025-01-23,9.54,2,"Studying",3,"Confused","True",2.3,"01","2025","Thursday",0.209643605870021,2
"SESSION02821","Undergraduate","History",2024-08-18,40.78,8,"Coding",2,"Assignment Completed","False",1,"08","2024","Sunday",0.196174595389897,2
"SESSION02822","High School","Engineering",2024-09-23,13.33,2,"Studying",3,"Assignment Completed","True",3.1,"09","2024","Monday",0.150037509377344,2
"SESSION02823","Undergraduate","Math",2025-06-07,16.95,4,"Research",3,"Confused","True",3.1,"06","2025","Saturday",0.23598820058997,2
"SESSION02824","Graduate","Engineering",2024-08-27,39.25,8,"Writing",5,"Assignment Completed","True",4,"08","2024","Tuesday",0.203821656050955,3
"SESSION02825","High School","Psychology",2024-10-28,14.29,5,"Writing",2,"Assignment Completed","True",1,"10","2024","Monday",0.349895031490553,2
"SESSION02826","Undergraduate","History",2025-03-04,16.49,6,"Writing",2,"Assignment Completed","True",2.8,"03","2025","Tuesday",0.363856882959369,2
"SESSION02827","Undergraduate","History",2024-11-12,10.96,3,"Homework Help",3,"Idea Drafted","True",3.4,"11","2024","Tuesday",0.273722627737226,2
"SESSION02828","Undergraduate","Computer Science",2025-03-23,7.76,2,"Coding",4,"Assignment Completed","True",3.4,"03","2025","Sunday",0.257731958762887,1
"SESSION02829","Undergraduate","Psychology",2024-09-26,10.57,3,"Homework Help",2,"Assignment Completed","True",1.5,"09","2024","Thursday",0.283822138126774,2
"SESSION02830","Undergraduate","History",2025-04-26,19.62,5,"Writing",5,"Confused","False",4.1,"04","2025","Saturday",0.254841997961264,1
"SESSION02831","Undergraduate","Computer Science",2025-02-03,34.45,9,"Research",2,"Gave Up","False",1.3,"02","2025","Monday",0.261248185776488,2
"SESSION02832","High School","Computer Science",2025-05-22,26.38,5,"Studying",4,"Idea Drafted","True",4.4,"05","2025","Thursday",0.189537528430629,1
"SESSION02833","Undergraduate","Math",2025-06-06,7.75,2,"Coding",4,"Assignment Completed","True",3.1,"06","2025","Friday",0.258064516129032,1
"SESSION02834","Undergraduate","Computer Science",2025-01-19,26.51,5,"Coding",4,"Idea Drafted","True",4.6,"01","2025","Sunday",0.1886080724255,1
"SESSION02835","Undergraduate","Business",2024-09-10,12.72,4,"Coding",3,"Assignment Completed","False",3.3,"09","2024","Tuesday",0.314465408805031,2
"SESSION02836","Undergraduate","History",2024-10-26,23.45,5,"Studying",5,"Assignment Completed","True",5,"10","2024","Saturday",0.213219616204691,1
"SESSION02837","Undergraduate","Engineering",2025-01-25,35.96,9,"Writing",5,"Idea Drafted","False",3.3,"01","2025","Saturday",0.25027808676307,3
"SESSION02838","Undergraduate","Math",2025-06-23,12.7,3,"Writing",2,"Confused","True",3,"06","2025","Monday",0.236220472440945,2
"SESSION02839","Undergraduate","Computer Science",2024-10-21,15.8,3,"Studying",4,"Confused","False",4.4,"10","2024","Monday",0.189873417721519,1
"SESSION02840","Undergraduate","Engineering",2024-10-05,19.07,4,"Homework Help",5,"Assignment Completed","True",5,"10","2024","Saturday",0.209753539590981,1
"SESSION02841","Undergraduate","Psychology",2024-12-03,15.94,4,"Writing",4,"Assignment Completed","True",3,"12","2024","Tuesday",0.250941028858218,1
"SESSION02842","Undergraduate","Biology",2024-08-10,17.39,5,"Homework Help",2,"Confused","False",1.2,"08","2024","Saturday",0.287521564117309,2
"SESSION02843","Undergraduate","Computer Science",2024-12-30,23.92,5,"Writing",3,"Assignment Completed","True",2.9,"12","2024","Monday",0.209030100334448,2
"SESSION02844","Graduate","Business",2025-04-01,1.18,1,"Studying",5,"Idea Drafted","True",3.7,"04","2025","Tuesday",0.847457627118644,1
"SESSION02845","Undergraduate","Biology",2025-03-01,21.68,5,"Writing",3,"Confused","False",3,"03","2025","Saturday",0.230627306273063,2
"SESSION02846","Undergraduate","Math",2024-12-20,5.29,1,"Homework Help",3,"Idea Drafted","True",1.6,"12","2024","Friday",0.189035916824197,2
"SESSION02847","High School","Math",2025-04-06,6.39,1,"Homework Help",4,"Assignment Completed","True",4.7,"04","2025","Sunday",0.156494522691706,1
"SESSION02848","High School","Math",2025-04-08,30.33,8,"Coding",2,"Assignment Completed","False",1.8,"04","2025","Tuesday",0.263765248928454,2
"SESSION02849","Undergraduate","Psychology",2025-06-01,3.08,1,"Homework Help",4,"Confused","False",3.7,"06","2025","Sunday",0.324675324675325,1
"SESSION02850","Graduate","Biology",2025-01-01,18.57,9,"Coding",3,"Assignment Completed","True",2.6,"01","2025","Wednesday",0.484652665589661,2
"SESSION02851","Graduate","Engineering",2024-09-16,29.36,8,"Writing",4,"Assignment Completed","True",4.4,"09","2024","Monday",0.272479564032698,1
"SESSION02852","Graduate","History",2024-08-25,50.3,18,"Writing",4,"Assignment Completed","True",3.5,"08","2024","Sunday",0.357852882703777,3
"SESSION02853","Graduate","Math",2025-05-03,4.37,1,"Writing",2,"Confused","False",2.1,"05","2025","Saturday",0.22883295194508,2
"SESSION02854","Undergraduate","History",2024-11-23,23.75,5,"Writing",4,"Idea Drafted","True",3.8,"11","2024","Saturday",0.210526315789474,1
"SESSION02855","Undergraduate","Math",2024-10-14,13.37,4,"Writing",3,"Assignment Completed","True",2.7,"10","2024","Monday",0.299177262528048,2
"SESSION02856","Undergraduate","Psychology",2024-09-27,2.77,1,"Homework Help",3,"Confused","True",3.6,"09","2024","Friday",0.36101083032491,2
"SESSION02857","Undergraduate","Biology",2025-06-24,13.43,3,"Brainstorming",4,"Idea Drafted","True",4.6,"06","2025","Tuesday",0.223380491437081,1
"SESSION02858","High School","History",2024-07-01,31.67,12,"Coding",3,"Assignment Completed","True",1.5,"07","2024","Monday",0.378907483422798,3
"SESSION02859","Graduate","History",2025-01-31,31.15,13,"Research",4,"Idea Drafted","True",2.7,"01","2025","Friday",0.417335473515249,3
"SESSION02860","Graduate","Business",2024-10-31,26.71,7,"Homework Help",4,"Gave Up","False",3.6,"10","2024","Thursday",0.262074129539498,1
"SESSION02861","Undergraduate","History",2024-10-03,38.81,11,"Homework Help",3,"Confused","True",4,"10","2024","Thursday",0.283432105127544,3
"SESSION02862","Undergraduate","Engineering",2025-05-26,13,5,"Writing",3,"Assignment Completed","True",2.8,"05","2025","Monday",0.384615384615385,2
"SESSION02863","Undergraduate","Psychology",2024-09-30,4.3,1,"Writing",2,"Idea Drafted","True",1.1,"09","2024","Monday",0.232558139534884,2
"SESSION02864","Graduate","Biology",2025-02-03,26.42,6,"Writing",4,"Idea Drafted","False",2.3,"02","2025","Monday",0.227100681302044,2
"SESSION02865","Graduate","Computer Science",2025-05-04,4.63,2,"Writing",4,"Assignment Completed","True",4.5,"05","2025","Sunday",0.431965442764579,1
"SESSION02866","Undergraduate","Biology",2025-04-20,10.32,2,"Coding",4,"Assignment Completed","True",3.2,"04","2025","Sunday",0.193798449612403,1
"SESSION02867","Undergraduate","Engineering",2025-01-03,6.97,1,"Studying",3,"Confused","False",4.1,"01","2025","Friday",0.143472022955524,1
"SESSION02868","Undergraduate","Math",2025-02-16,69.17,16,"Research",4,"Assignment Completed","True",4.5,"02","2025","Sunday",0.231314153534769,3
"SESSION02869","Undergraduate","Biology",2025-03-28,20.02,4,"Writing",3,"Assignment Completed","False",3,"03","2025","Friday",0.1998001998002,2
"SESSION02870","High School","History",2025-04-01,9.66,3,"Homework Help",2,"Assignment Completed","True",1.1,"04","2025","Tuesday",0.31055900621118,2
"SESSION02871","Graduate","Psychology",2024-08-08,34.89,13,"Homework Help",4,"Gave Up","True",4,"08","2024","Thursday",0.372599598738894,3
"SESSION02872","Undergraduate","Math",2024-09-02,14.84,5,"Writing",3,"Idea Drafted","True",2.5,"09","2024","Monday",0.336927223719677,2
"SESSION02873","Undergraduate","Math",2025-06-05,5.11,1,"Homework Help",3,"Confused","True",2.6,"06","2025","Thursday",0.195694716242661,2
"SESSION02874","Undergraduate","Computer Science",2024-12-14,7.16,2,"Coding",5,"Assignment Completed","True",5,"12","2024","Saturday",0.279329608938547,1
"SESSION02875","Undergraduate","Business",2025-02-13,4.59,1,"Writing",5,"Assignment Completed","False",4.8,"02","2025","Thursday",0.217864923747277,1
"SESSION02876","Undergraduate","Computer Science",2025-05-10,25.99,6,"Writing",3,"Assignment Completed","True",2.2,"05","2025","Saturday",0.230858022316276,2
"SESSION02877","Undergraduate","Computer Science",2025-05-19,9.64,3,"Coding",5,"Gave Up","True",5,"05","2025","Monday",0.311203319502075,1
"SESSION02878","Undergraduate","Engineering",2025-05-24,28.95,7,"Research",3,"Idea Drafted","True",2.8,"05","2025","Saturday",0.241796200345423,2
"SESSION02879","Graduate","Biology",2025-02-05,10.52,3,"Coding",2,"Idea Drafted","True",2,"02","2025","Wednesday",0.285171102661597,2
"SESSION02880","Graduate","Computer Science",2024-12-11,32.62,15,"Studying",4,"Gave Up","True",4.2,"12","2024","Wednesday",0.459840588595953,3
"SESSION02881","Undergraduate","Business",2024-06-25,19.22,7,"Research",4,"Confused","False",3.4,"06","2024","Tuesday",0.36420395421436,1
"SESSION02882","Undergraduate","Biology",2024-09-04,19.61,8,"Writing",5,"Idea Drafted","True",4.9,"09","2024","Wednesday",0.407955124936257,1
"SESSION02883","Undergraduate","Computer Science",2025-01-31,9.57,2,"Homework Help",4,"Idea Drafted","True",4.4,"01","2025","Friday",0.208986415882968,1
"SESSION02884","Undergraduate","Math",2024-08-30,17.55,5,"Studying",2,"Idea Drafted","True",1.5,"08","2024","Friday",0.284900284900285,2
"SESSION02885","Graduate","History",2024-12-11,12.81,5,"Coding",5,"Assignment Completed","True",5,"12","2024","Wednesday",0.39032006245121,1
"SESSION02886","Undergraduate","Business",2024-07-21,22.47,8,"Writing",4,"Assignment Completed","True",4.2,"07","2024","Sunday",0.356030262572319,1
"SESSION02887","Undergraduate","Engineering",2024-08-25,6.92,1,"Studying",5,"Assignment Completed","True",4,"08","2024","Sunday",0.144508670520231,1
"SESSION02888","Graduate","Computer Science",2024-07-15,22.25,5,"Writing",4,"Idea Drafted","True",5,"07","2024","Monday",0.224719101123595,1
"SESSION02889","Graduate","Math",2024-10-30,22.66,5,"Studying",4,"Gave Up","False",4.7,"10","2024","Wednesday",0.220653133274492,1
"SESSION02890","Undergraduate","History",2024-09-27,15.93,7,"Writing",4,"Idea Drafted","True",3.2,"09","2024","Friday",0.439422473320778,1
"SESSION02891","High School","Business",2025-03-09,24.97,9,"Writing",4,"Assignment Completed","True",3.3,"03","2025","Sunday",0.360432519022827,1
"SESSION02892","Undergraduate","Math",2025-06-08,17.98,4,"Homework Help",3,"Gave Up","False",2.8,"06","2025","Sunday",0.222469410456062,2
"SESSION02893","High School","Engineering",2025-02-10,5.12,2,"Homework Help",2,"Gave Up","False",2.9,"02","2025","Monday",0.390625,2
"SESSION02894","Graduate","Business",2024-12-22,17.28,3,"Coding",5,"Idea Drafted","True",4.9,"12","2024","Sunday",0.173611111111111,1
"SESSION02895","Graduate","Business",2025-04-15,13.87,2,"Studying",3,"Gave Up","True",3.8,"04","2025","Tuesday",0.144196106705119,2
"SESSION02896","Graduate","Biology",2025-01-14,23.51,6,"Studying",3,"Assignment Completed","True",1.4,"01","2025","Tuesday",0.25521054870268,2
"SESSION02897","Undergraduate","Math",2025-06-12,32.71,7,"Homework Help",3,"Assignment Completed","True",1,"06","2025","Thursday",0.214001834301437,2
"SESSION02898","Undergraduate","History",2025-01-03,29.66,6,"Coding",4,"Assignment Completed","True",3.3,"01","2025","Friday",0.202292650033715,1
"SESSION02899","Undergraduate","Psychology",2025-03-30,39.81,12,"Studying",4,"Assignment Completed","False",3.7,"03","2025","Sunday",0.301431801055011,3
"SESSION02900","Undergraduate","Psychology",2024-08-06,51.59,12,"Homework Help",2,"Idea Drafted","True",1,"08","2024","Tuesday",0.232603217677845,3
"SESSION02901","Undergraduate","Psychology",2024-09-15,16.96,8,"Studying",3,"Assignment Completed","True",2.9,"09","2024","Sunday",0.471698113207547,2
"SESSION02902","High School","History",2024-12-31,27.59,6,"Brainstorming",3,"Confused","False",1.7,"12","2024","Tuesday",0.217470097861544,2
"SESSION02903","Graduate","Psychology",2025-03-25,7.62,2,"Writing",2,"Assignment Completed","True",1.8,"03","2025","Tuesday",0.26246719160105,2
"SESSION02904","High School","Biology",2025-06-06,34.63,9,"Writing",4,"Confused","False",4.1,"06","2025","Friday",0.259890268553277,3
"SESSION02905","Undergraduate","History",2025-05-07,15.88,6,"Coding",3,"Idea Drafted","True",2.7,"05","2025","Wednesday",0.377833753148615,2
"SESSION02906","Undergraduate","Business",2024-10-28,29.26,10,"Writing",3,"Assignment Completed","True",4.2,"10","2024","Monday",0.341763499658236,3
"SESSION02907","Undergraduate","Computer Science",2024-08-16,37.4,13,"Writing",4,"Assignment Completed","True",3,"08","2024","Friday",0.347593582887701,3
"SESSION02908","High School","Biology",2025-02-04,10.37,4,"Studying",2,"Idea Drafted","True",1.5,"02","2025","Tuesday",0.38572806171649,2
"SESSION02909","Undergraduate","Psychology",2025-01-26,28.93,7,"Studying",5,"Idea Drafted","False",5,"01","2025","Sunday",0.241963359834082,1
"SESSION02910","High School","Business",2025-06-14,65.13,23,"Studying",3,"Confused","False",2.9,"06","2025","Saturday",0.353139874097958,3
"SESSION02911","High School","Math",2025-01-11,9.95,1,"Brainstorming",3,"Assignment Completed","True",3.6,"01","2025","Saturday",0.100502512562814,2
"SESSION02912","Graduate","Psychology",2024-09-26,30.9,6,"Homework Help",4,"Assignment Completed","False",2.7,"09","2024","Thursday",0.194174757281553,2
"SESSION02913","High School","Math",2024-08-13,9.3,2,"Homework Help",3,"Idea Drafted","True",2.4,"08","2024","Tuesday",0.21505376344086,2
"SESSION02914","Undergraduate","Math",2024-08-20,5.43,2,"Coding",4,"Confused","False",4.2,"08","2024","Tuesday",0.368324125230203,1
"SESSION02915","Undergraduate","Engineering",2024-07-04,3.27,1,"Writing",3,"Assignment Completed","True",2.5,"07","2024","Thursday",0.305810397553517,2
"SESSION02916","Undergraduate","Biology",2025-05-05,8.83,2,"Studying",4,"Idea Drafted","True",3.3,"05","2025","Monday",0.226500566251416,1
"SESSION02917","High School","Engineering",2025-03-13,23.36,7,"Homework Help",3,"Assignment Completed","True",2.2,"03","2025","Thursday",0.299657534246575,2
"SESSION02918","Undergraduate","Psychology",2025-04-12,6.83,2,"Coding",5,"Assignment Completed","True",5,"04","2025","Saturday",0.292825768667643,1
"SESSION02919","Undergraduate","Computer Science",2024-08-01,36.06,10,"Coding",4,"Assignment Completed","True",4.3,"08","2024","Thursday",0.277315585135885,3
"SESSION02920","Undergraduate","Biology",2024-08-15,39.84,12,"Homework Help",4,"Assignment Completed","False",2.9,"08","2024","Thursday",0.301204819277108,3
"SESSION02921","Graduate","Psychology",2025-04-28,1.84,1,"Coding",4,"Assignment Completed","True",3.6,"04","2025","Monday",0.543478260869565,1
"SESSION02922","Graduate","Business",2024-11-12,23.75,4,"Writing",4,"Assignment Completed","True",4.3,"11","2024","Tuesday",0.168421052631579,1
"SESSION02923","Undergraduate","Biology",2024-11-25,11.68,3,"Studying",5,"Assignment Completed","False",3.8,"11","2024","Monday",0.256849315068493,1
"SESSION02924","High School","Computer Science",2025-04-03,20.72,9,"Writing",3,"Idea Drafted","True",3,"04","2025","Thursday",0.434362934362934,2
"SESSION02925","High School","History",2025-04-27,21.26,6,"Homework Help",3,"Assignment Completed","True",3.2,"04","2025","Sunday",0.282220131702728,2
"SESSION02926","Undergraduate","Engineering",2025-04-01,24.22,6,"Research",3,"Confused","False",3,"04","2025","Tuesday",0.247729149463254,2
"SESSION02927","Graduate","Math",2025-05-25,8.98,2,"Writing",4,"Assignment Completed","True",3.1,"05","2025","Sunday",0.22271714922049,1
"SESSION02928","Undergraduate","History",2024-07-15,19.39,5,"Writing",4,"Idea Drafted","True",2.7,"07","2024","Monday",0.257864878803507,1
"SESSION02929","Undergraduate","Biology",2025-01-22,17.78,3,"Studying",5,"Assignment Completed","True",4.5,"01","2025","Wednesday",0.168728908886389,1
"SESSION02930","High School","History",2024-09-05,11.58,2,"Homework Help",3,"Assignment Completed","True",3.4,"09","2024","Thursday",0.172711571675302,2
"SESSION02931","Undergraduate","Engineering",2024-08-30,42.08,9,"Coding",1,"Assignment Completed","True",1.1,"08","2024","Friday",0.213878326996198,2
"SESSION02932","Graduate","Business",2024-07-08,29.45,7,"Writing",3,"Idea Drafted","True",2.6,"07","2024","Monday",0.237691001697793,2
"SESSION02933","Undergraduate","Biology",2025-06-02,4.85,1,"Writing",3,"Assignment Completed","True",2.8,"06","2025","Monday",0.206185567010309,2
"SESSION02934","Undergraduate","Biology",2024-07-11,6.62,2,"Studying",3,"Idea Drafted","True",3.1,"07","2024","Thursday",0.302114803625378,2
"SESSION02935","Undergraduate","Business",2024-10-05,6.85,2,"Homework Help",2,"Assignment Completed","False",2.3,"10","2024","Saturday",0.291970802919708,2
"SESSION02936","Graduate","Biology",2025-04-15,18.36,4,"Coding",3,"Assignment Completed","True",2.2,"04","2025","Tuesday",0.217864923747277,2
"SESSION02937","Undergraduate","Psychology",2025-01-25,36.64,12,"Writing",4,"Assignment Completed","True",2.9,"01","2025","Saturday",0.327510917030568,3
"SESSION02938","Graduate","Math",2024-12-30,25.73,7,"Homework Help",3,"Assignment Completed","False",3.4,"12","2024","Monday",0.272055965798679,2
"SESSION02939","Undergraduate","Biology",2025-02-14,10.82,2,"Studying",3,"Assignment Completed","True",3.5,"02","2025","Friday",0.184842883548983,2
"SESSION02940","Graduate","History",2025-05-04,5.03,1,"Writing",3,"Assignment Completed","True",2.9,"05","2025","Sunday",0.198807157057654,2
"SESSION02941","Undergraduate","History",2025-06-23,15.27,4,"Coding",2,"Assignment Completed","False",2.5,"06","2025","Monday",0.261951538965291,2
"SESSION02942","High School","Biology",2025-03-17,13.03,6,"Writing",5,"Assignment Completed","False",4.3,"03","2025","Monday",0.460475825019186,1
"SESSION02943","Undergraduate","Business",2025-06-02,15.98,4,"Writing",4,"Assignment Completed","True",4,"06","2025","Monday",0.250312891113892,1
"SESSION02944","Graduate","Computer Science",2024-12-21,1.3,1,"Writing",2,"Assignment Completed","True",2.1,"12","2024","Saturday",0.769230769230769,2
"SESSION02945","Undergraduate","History",2025-01-11,10.88,4,"Writing",5,"Assignment Completed","True",5,"01","2025","Saturday",0.367647058823529,1
"SESSION02946","Undergraduate","Business",2025-01-05,8.44,1,"Writing",3,"Assignment Completed","True",3.1,"01","2025","Sunday",0.118483412322275,2
"SESSION02947","Undergraduate","Engineering",2025-01-06,32.87,6,"Writing",3,"Assignment Completed","True",3.1,"01","2025","Monday",0.182537268025555,2
"SESSION02948","Undergraduate","Computer Science",2025-05-25,8.04,2,"Coding",3,"Assignment Completed","True",4.8,"05","2025","Sunday",0.248756218905473,1
"SESSION02949","Undergraduate","History",2025-01-30,31.93,10,"Studying",1,"Idea Drafted","True",1,"01","2025","Thursday",0.313185092389602,2
"SESSION02950","Undergraduate","Computer Science",2024-12-11,2.86,1,"Homework Help",5,"Idea Drafted","True",5,"12","2024","Wednesday",0.34965034965035,1
"SESSION02951","Undergraduate","Engineering",2024-11-06,11.8,4,"Writing",3,"Assignment Completed","True",3,"11","2024","Wednesday",0.338983050847458,2
"SESSION02952","Undergraduate","Business",2025-03-16,21.58,4,"Writing",2,"Assignment Completed","True",4,"03","2025","Sunday",0.185356811862836,2
"SESSION02953","High School","Business",2024-09-13,29.74,7,"Coding",2,"Assignment Completed","True",3.6,"09","2024","Friday",0.23537323470074,2
"SESSION02954","Undergraduate","Engineering",2025-03-20,29.07,9,"Studying",4,"Assignment Completed","True",4.8,"03","2025","Thursday",0.309597523219814,1
"SESSION02955","High School","Biology",2025-04-07,44.01,16,"Studying",4,"Assignment Completed","True",4.8,"04","2025","Monday",0.363553737786867,3
"SESSION02956","High School","Engineering",2025-03-31,9.66,1,"Writing",3,"Idea Drafted","False",3.2,"03","2025","Monday",0.10351966873706,2
"SESSION02957","Graduate","Business",2025-03-24,19.57,4,"Studying",2,"Idea Drafted","True",1.9,"03","2025","Monday",0.204394481349004,2
"SESSION02958","Undergraduate","Math",2025-05-31,4.98,2,"Homework Help",5,"Assignment Completed","True",5,"05","2025","Saturday",0.401606425702811,1
"SESSION02959","Graduate","History",2024-11-15,29.67,7,"Homework Help",3,"Idea Drafted","True",1.8,"11","2024","Friday",0.23592854735423,2
"SESSION02960","Graduate","History",2025-03-10,34.27,14,"Writing",4,"Assignment Completed","False",2.8,"03","2025","Monday",0.408520571928801,3
"SESSION02961","Undergraduate","Computer Science",2025-01-09,16.52,4,"Research",5,"Idea Drafted","True",3.9,"01","2025","Thursday",0.242130750605327,1
"SESSION02962","Graduate","Math",2024-11-09,3.83,1,"Studying",3,"Idea Drafted","True",2.9,"11","2024","Saturday",0.261096605744125,2
"SESSION02963","Undergraduate","Psychology",2024-09-03,20.7,4,"Writing",4,"Assignment Completed","False",4.2,"09","2024","Tuesday",0.193236714975845,1
"SESSION02964","Graduate","Psychology",2024-09-23,18.38,4,"Writing",2,"Assignment Completed","True",1.9,"09","2024","Monday",0.217627856365615,2
"SESSION02965","Undergraduate","Business",2025-02-26,10.97,3,"Homework Help",5,"Confused","True",5,"02","2025","Wednesday",0.273473108477666,1
"SESSION02966","Undergraduate","Math",2025-01-17,15.38,6,"Homework Help",3,"Idea Drafted","True",2.6,"01","2025","Friday",0.390117035110533,2
"SESSION02967","Undergraduate","Psychology",2024-11-24,77.67,34,"Studying",4,"Assignment Completed","True",4.5,"11","2024","Sunday",0.437749452813184,3
"SESSION02968","Undergraduate","Computer Science",2025-06-17,23.91,8,"Writing",4,"Idea Drafted","False",2.6,"06","2025","Tuesday",0.334588038477624,2
"SESSION02969","Undergraduate","Psychology",2024-07-17,29.17,11,"Homework Help",2,"Assignment Completed","True",2.4,"07","2024","Wednesday",0.377099760027425,2
"SESSION02970","High School","Math",2025-04-30,13.91,5,"Brainstorming",3,"Idea Drafted","True",3.9,"04","2025","Wednesday",0.359453630481668,1
"SESSION02971","Undergraduate","Engineering",2025-05-15,30.54,6,"Writing",3,"Idea Drafted","True",1.7,"05","2025","Thursday",0.196463654223969,2
"SESSION02972","Undergraduate","Biology",2025-06-17,5.51,2,"Studying",5,"Confused","True",5,"06","2025","Tuesday",0.362976406533575,1
"SESSION02973","Undergraduate","Math",2025-04-11,31.48,12,"Homework Help",2,"Assignment Completed","True",1,"04","2025","Friday",0.381194409148666,2
"SESSION02974","Graduate","Computer Science",2025-04-26,4.52,1,"Homework Help",2,"Idea Drafted","True",1.9,"04","2025","Saturday",0.221238938053097,2
"SESSION02975","Graduate","Psychology",2025-05-05,3.76,1,"Writing",4,"Confused","True",3.8,"05","2025","Monday",0.265957446808511,1
"SESSION02976","Undergraduate","Biology",2025-04-18,4.49,1,"Coding",4,"Assignment Completed","True",3.4,"04","2025","Friday",0.22271714922049,1
"SESSION02977","Undergraduate","Biology",2024-07-09,9.57,2,"Coding",2,"Assignment Completed","True",1.4,"07","2024","Tuesday",0.208986415882968,2
"SESSION02978","Undergraduate","Computer Science",2024-09-10,20.46,5,"Writing",4,"Assignment Completed","True",5,"09","2024","Tuesday",0.244379276637341,1
"SESSION02979","Undergraduate","Computer Science",2024-06-30,17.36,4,"Coding",4,"Confused","False",4,"06","2024","Sunday",0.230414746543779,1
"SESSION02980","Undergraduate","Math",2024-10-10,41.12,10,"Studying",4,"Idea Drafted","True",5,"10","2024","Thursday",0.243190661478599,3
"SESSION02981","Undergraduate","Biology",2024-10-19,10.74,4,"Studying",3,"Confused","False",2.5,"10","2024","Saturday",0.37243947858473,2
"SESSION02982","Undergraduate","Psychology",2024-09-23,15.4,4,"Coding",5,"Idea Drafted","True",4.8,"09","2024","Monday",0.25974025974026,1
"SESSION02983","High School","Computer Science",2025-06-17,17.84,3,"Studying",4,"Confused","True",5,"06","2025","Tuesday",0.168161434977578,1
"SESSION02984","Undergraduate","History",2024-11-21,12.06,2,"Writing",3,"Assignment Completed","True",2.9,"11","2024","Thursday",0.165837479270315,2
"SESSION02985","Undergraduate","Psychology",2025-03-01,17.04,3,"Studying",4,"Assignment Completed","True",3.3,"03","2025","Saturday",0.176056338028169,1
"SESSION02986","Undergraduate","Business",2024-07-25,30.68,7,"Homework Help",2,"Assignment Completed","True",1.7,"07","2024","Thursday",0.228161668839635,2
"SESSION02987","Undergraduate","Engineering",2025-05-06,28.14,12,"Homework Help",4,"Idea Drafted","True",4.3,"05","2025","Tuesday",0.426439232409382,3
"SESSION02988","Undergraduate","Math",2025-02-01,27.89,12,"Writing",2,"Idea Drafted","True",1,"02","2025","Saturday",0.430261742560057,2
"SESSION02989","Graduate","Math",2025-05-22,8.41,1,"Homework Help",3,"Idea Drafted","True",3.7,"05","2025","Thursday",0.118906064209275,2
"SESSION02990","High School","Math",2025-04-28,7.32,2,"Homework Help",4,"Assignment Completed","False",3.3,"04","2025","Monday",0.273224043715847,1
"SESSION02991","High School","Math",2025-02-01,46.21,17,"Studying",3,"Gave Up","False",3.8,"02","2025","Saturday",0.367885739017529,3
"SESSION02992","Undergraduate","History",2024-10-26,16.92,6,"Studying",4,"Assignment Completed","True",4.5,"10","2024","Saturday",0.354609929078014,1
"SESSION02993","Undergraduate","Biology",2024-08-05,12.75,3,"Studying",4,"Idea Drafted","False",4.9,"08","2024","Monday",0.235294117647059,1
"SESSION02994","High School","Biology",2024-12-19,20.84,8,"Homework Help",4,"Idea Drafted","False",4.7,"12","2024","Thursday",0.383877159309021,1
"SESSION02995","Undergraduate","Math",2024-07-19,21.89,7,"Writing",5,"Assignment Completed","True",4.1,"07","2024","Friday",0.319780721790772,1
"SESSION02996","Undergraduate","Math",2024-11-05,23.18,9,"Writing",3,"Idea Drafted","True",2,"11","2024","Tuesday",0.388265746333046,2
"SESSION02997","Undergraduate","Biology",2025-05-14,26.36,10,"Coding",4,"Idea Drafted","False",4.3,"05","2025","Wednesday",0.379362670713202,3
